g***4,美心精装八宝月饼675g,,0,3,京东的物流就是很快，第二天就到了，速度有保障的，而且每个月饼都是完整的，没有裂开，用来送礼送别人不怕，没担忧。原价268，当天活动价格-20后，用了全品类的优惠券10元，一共减去了30元的价格。还算可以的了，味道可是真的很不错的。,2020-09-14 21:01:31
****u,美心金装彩月月饼420g,,0,0,给自己、亲戚、父母都选的美心。嘻嘻&hellip;就是为了支持美心，味道好，实在，不是很甜，很好、以后中秋节就都是美心了，以前只吃过蛋卷，没想到月饼也这么好，物流速度老快了,2021-09-13 15:50:17
唐***菜,美心精装八宝月饼675g,,0,0,每年都会买美心家的月饼，他们家的月饼确实好吃，比起其他品牌的月饼不管是从口感上还是精美上都非常不错，送人确实有面子，如果自己在家和家里人分享吃的话也非常不错，口感上非常丰富，真心好吃！唯一的缺点就是太贵了，希望性价比更高些就更好了！,2020-09-25 20:59:34
铁***8,美心果仁五仁月饼740g,,0,0,确实是高质量的月饼，皮薄馅多，五仁月饼果仁非常丰富饱满，经典的味道，简约而恰到好处的包装，一切都很完美。非要挑点刺的话，蜜饯用的稍多了点，整体过甜了一点。,2020-09-29 21:45:07
s***e,美心果仁五仁月饼740g,,0,0,"1.很好吃的正宗广式五仁月饼。馅的甜度，柔软度都刚刚好，非常喜欢，月饼香味自然，甜而不腻。
2.独立包装，第二天就送货上门。建议两个分吃一个，一人独食会太撑。",2021-09-13 00:03:05
R***9,美心双黄豆沙月饼740g,,0,1,美心双黄豆沙月饼?真的好好吃哦?！最喜欢吃豆沙?，这次买个美心的双蛋黄月饼?吃吃看，确实名不虚传，非常好吃。豆沙很细腻柔软，蛋黄是双黄的，一切开蛋黄就流油，看着非常有食欲。家里人也都说很好吃。虽然价格比较贵，不过一年一次也不算什么了。五星好评。,2020-10-12 19:28:18
南***侠,美心双黄白莲蓉月饼740g,,0,0,美心月饼确实不错，特别是双黄莲，不仅在香港，大陆也很有名。首先，个人感觉是比较实在，不像大陆的很多都盒子很大很重，月饼却很轻，没占多少，而且做的也不好吃，味道口感比较差，美心的吃起来也不油腻，所以后来送人基本都是送美心，特别是大陆内地的朋友领导感觉很合适、也有特色。前几年中秋前都会专门去香港买月饼，现在京东自营有了店，在内地送人基本就可以上京东买了再送，确实很放心，很方便！,2020-09-20 14:11:33
慧***澜,美心双黄白莲蓉月饼740g,,0,3,买来送人的，包装很好 盒子看起来很有质感，比较精致、颜值高，没仔细看好像没有破损碎掉的，日期新鲜，保质期也还可以 挺长的，软软的，奶香味很浓很浓，看了看配料表，这款月饼里属它最复杂 就是太贵了，感觉送人还行，自己吃真是有点太贵了。物流还是很给力了，快递小哥服务态度也很好。,2020-09-28 00:54:31
****醉,美心精选口味限量版月饼730g,,0,1,京东商城促销力度很大大，隔日达真心快，日期新鲜。大名鼎鼎的美心月饼最爱传统风味，虽然流心的也好吃?家人都喜欢蛋黄莲蓉和五仁的。同时一起订的原味蛋卷好好吃，蛋香浓郁家人都很喜欢。今年中秋国庆同一天，一家人驱车出游中秋晚餐在服务区吃月饼赏月别有风味,2020-10-03 23:11:47
a***0,美心双黄白莲蓉月饼740g,,2,3,应该是真品，纯正香港制造，还有繁体的防伪查询码，应该不是广东这边制造做的，物流也很给力，很快就送到了，依旧是经典的传统口味,2020-09-10 19:02:04
滴***9,美心精装八宝月饼650g,,1,67,因为看了人民日报的推送，你才特意买的这个牌子的月饼，嗯，包装可以说很简洁很大方，颜色呢就是很高档的这种金棕色，打开之后那里面有一个很好的盒子，里面是8块月饼，明天早上喝咖啡，吃月饼，推荐买。支持美心，加油香港。,2019-09-08 22:38:57
-***-,美心传统七星伴明月月饼1350g,,0,0,价格方面偏贵点进口、品牌、口碑也值这个价。其次包装方面，有礼盒外加一个手提袋，商品符合度一致，礼盒很精美，有雕刻，形状很新颖。再有就是物流包装细节很到位配送人员也是很用心，态度很好速度快。总体来说很好的一次购物体验。,2020-09-23 15:34:05
某***1,美心双黄白莲蓉月饼740g,,0,0,京东送货速度快东西是正品，口感特别好，这些年一直在京东上购买还能省快递费，真的特别不错，就是有时候价格会比市场上卖得高支持京东非常不错。,2020-11-26 18:16:30
椰***0,美心精装八宝月饼675g,,0,0,香港的美心和大班冰皮月饼都是很有名的，往年都是买的稻香村的今年换换口味，吃起来感觉皮更细腻，里面的馅也没那么甜，不会很腻，南方的月饼确实要比北方的更加精致些，味道更好些，家里人都喜欢，又入手几盒准备送亲戚朋友。,2020-09-29 08:57:29
l***a,美心陈皮月饼360g,,3,1,很好吃的豆沙月饼，我的最爱，美心的月饼，对得起她这个大品牌豆沙不是很甜，然后品质非常棒，我认为为的话就是美味不可多得的东东支持香港原创哦,2019-09-23 03:35:43
独***客,莲蓉740g,,0,1,送礼只好，质量不错，品质保证,2015-01-09 10:35:11
u***s,美心精选口味限量版月饼730g,,0,0,香港美心月饼，生产地在香港，跟内地也没区别，月饼品牌当中也是头部品牌，价格也是很给力拿去送人拿得出手，生产日期新鲜，京东物流很给力,2020-09-25 11:16:56
i***i,美心低糖蛋黄白莲蓉月饼540g,,0,1,曲院风荷的经典铁盒包装，非常应景，非常养眼！因为是低糖的，买来给父母大人品尝╭&cap;╮（￣▽￣）╭&cap;╮。淡淡的甜味，软糯的莲蓉，更衬出蛋黄的咸香。吃在嘴里，甜在心里，真是美胃又美心！美心月饼，低糖更健康！,2020-09-12 16:56:48
****2,美心精选口味限量版月饼730g,,0,0,前天买了两盒，因为好吃，又买了两盒送人，外包装很精致，高大上，有一个拎袋，是纸的，图案好看，但不一定很结实，里面是铁盒，很漂亮。月饼本身非常细腻软糯，咸蛋黄沙中带鲜，莲蓉入口即化，甜而不腻，软而不柴，很美味。6个月饼两大四小，口味略有不同，自己吃或者送人都非常有档次,2020-09-19 08:06:49
喵***溜,美心双黄白莲蓉月饼740g,,0,0,首先感谢京东小哥配送员。中秋节买月饼第一选择就是京东，因为可以送到家门口，特别方便特别省事。美心月饼特别火，今年过节就想给家里人买来尝尝，美中不足就是盒子有一点磕碰，不不过月饼都是完好无损的，这一点要点赞。以后还会在京东上买，支持京东！,2019-09-13 11:39:50
h***h,美心精装八宝月饼675g,,0,0,美心月饼一直是心目中的大品牌，价格很贵，包装精美，其实吃吃也就这样！但是，中秋送礼，配上一盒美心月饼，倍儿有面子！这次正好需要，就买了一盒，提手里配上其他礼物，确实档次提升了不少！,2020-10-13 12:43:35
u***h,美心精装八宝月饼675g,,0,1,大牌就是大牌，价格贵但质量在那里放着！味道、口感确实不一样，孩子只喜欢吃这个，别的都不吃了&hellip;&hellip;里面蛋黄带油，月饼吃起来油而不腻，甜度也不是很腻的那种，吃起来很细腻，真心不错，有外包装纸袋子很结实，方便提拎，&hellip;&hellip;,2020-10-22 08:59:48
享***在,美心双黄白莲蓉月饼740g,,9,8,月饼很好，绝对正品，京东发货也快，味道有点太甜，但是蛋黄超多！,2017-09-01 13:22:27
z***5,美心精装八宝月饼675g,,0,0,客气小姐姐很棒，有问题立刻处理好了。美心包装大气上档次，包装也完好，没有担心的那样边角有破损。就是许久没有以前那么高效了，望改进！,2020-09-27 18:32:21
h***j,美心精选口味限量版月饼730g,,0,0,美心月饼，香港知名品牌，多次购买美心的小点心，饼干、蛋卷、流心月饼等，味道相当不错，现在京东很方便，直接订货到家，不用千里迢迢的再去香港了。,2020-09-28 08:13:58
瓜***茶,美心凤梨酥月饼礼盒344g,,0,0,一盒六个月饼两块凤梨酥，适合人少家庭。芝士臭香，巧克力微苦，凤梨略酸，味道都很正。赞！,2020-10-01 19:12:23
j***活,,,0,2,相信美心的品质，一如既往的好吃，吃了一大块了还是停不下来，甜度适中，味道也是超级棒，很符合年轻人的口味，豆沙香糯，蛋黄香气四溢，一级棒,2019-09-20 16:03:23
u***3,美心双黄白莲蓉月饼740g,,0,0,物美价廉，服务态度特别好，物流速度特别快,2020-09-10 01:57:41
米***界,精选口味限量版月饼730g,,0,0,香港美心月饼，月饼中的精品，包装好，外观精美，是送人的最佳选择。美心月饼也是我家的最爱，香甜软糯，味美可口，每逢佳节会有不少亲朋好友送来美心月饼，我们也会买各种各样的月饼送给亲朋好友。支持美心月饼，支持京东。,2019-09-10 18:14:26
e***y,美心精装八宝月饼675g,,0,0,非常棒的月饼，看了很长时间才下手，价格有点小贵，但是送礼嘛，也无所谓了。美心的月饼包装很有档次，属于低调奢华的，很有品味很喜欢，月饼本身味道也很好,2020-11-07 13:25:38
****b,美心双黄莲蓉月饼740g,,0,0,非常好、美心月饼一直都是我非常喜欢的品牌、月饼很好吃、送人也非常的高端、大气、上档次、 物流很快、快递小哥哥态度也很好、 到了之后月饼没有破碎包装非常完美、赶上活动购买也非常合适、下回还会继续回购的。,2020-10-10 22:13:21
悠***3,美心双黄豆沙月饼740g,,0,0,美心月饼我一直购买，大概有十年时间了，送客户和朋友也是相当体面的！这款双黄豆沙月饼，口感是相当好，豆沙细腻，入口即化，双黄也是名不虚传的，出油很多不收很咸，恰到好处的味道才是最棒的！每年都要买上几盒，家里孩子也是特别爱吃，大品牌值得信赖，以后还会继续购买，京东自营比起实体店还便宜一些，棒棒哒?,2020-10-26 04:02:24
u***c,精选口味限量版月饼730g,,0,0,不知道啥味道，也没尝尝，就送人了，不过包装很精美，外边很美观。,2018-09-19 09:19:05
某***1,美心双黄白莲蓉月饼740g,,0,0,年年都在京东买，送货速度特别快，口感很好，正品有保证，还有发票，送客户远地方快递不用管，直接送到客户手上，京东的物流到的地方很赞，送货速度快赞赞赞，支持京东支持京东,2020-11-25 19:31:00
c***1,美心精装八宝月饼650g,,0,0,配送满了，过完中秋节才收到。,2019-09-14 14:36:35
y***3,美心精装八宝月饼650g,,0,0,买了两盒不一样的，很多种口味，美心月饼真的是名不虚传，很好吃，也不会甜腻，值得购买！,2019-09-29 07:42:37
A***0,美心精装八宝月饼675g,,0,0,不错送人的,2021-09-19 12:01:45
****h,美心精装八宝月饼675g,,0,0,没有礼盒，这不是很尴尬,2021-09-19 11:56:40
N***5,美心双黄白莲蓉月饼740g,,0,0,美味来自京东，质量有保障，物流超及时！,2021-09-19 11:55:11
****d,美心精选口味限量版月饼730g,,0,0,量大，口感好，家人非常喜欢?,2021-09-19 11:53:16
顺***森,美心双黄白莲蓉月饼740g,,0,0,买了两盒过两天中秋节吃的 心愿团圆 美心莲蓉,2021-09-19 11:48:44
****清,美心精装八宝月饼675g,,0,0,送礼的，这包装不谈用个铁盒，你也别一送过来就是坏的啊,2021-09-19 11:48:41
z***g,美心精装八宝月饼675g,,0,0,美心月饼，口感很好，每年都买,2021-09-19 11:47:18
u***g,美心精装八宝月饼675g,,0,0,无外包装包裹保护包裹。月饼盒包装损坏严重，无手提袋。,2021-09-19 11:43:07
a***a,美心精装八宝月饼675g,,0,0,大东子，是京东的灵魂。确实牛,2021-09-19 11:38:14
盛***纹,美心传统七星伴明月月饼1350g,,0,0,此用户未填写评价内容,2021-09-19 11:37:40
B***B,美心果仁五仁月饼740g,,0,0,"之前每年中秋节都去香港顺便买回来，现在各种原因对香港没啥想法了，京东买很方便，也快，何乐而不为呢？
美心是香港良心爱国企业，支持",2021-09-13 10:45:16
m***l,美心双黄白莲蓉月饼740g,,0,0,每年一度的节日，先抓紧时间搞几个月饼778。美心的月饼还是值得一吃，尽管热量是极高的，口感却是极好的，不能多吃，尝尝鲜即可。这次买了流心和椰蓉，外加一罐蛋卷，快递速度相当可以，上午订，晚上就已经送到了，给力！,2020-09-04 20:55:17
刘***6,美心双黄白莲蓉月饼740g,,0,0,美心是个老牌子的月饼?了，口碑非常好，每年中秋节都会送给客户家人或者自己吃都很合适，商家寄来月饼没有外面的袋子，跟客服说了很快就给补发了，不得不说京东的售后真的很不错，物流也很快，总之来说就是很满意好评,2020-09-28 08:23:26
****p,美心陈皮豆沙月饼420g,,5,6,香港的这个美心月饼，他这个是陈皮豆沙的呃，本人觉得他就口味是非常好的。然后就陈皮有豆沙。嗯，豆沙很细腻，陈皮的，味道也很纯正，小小的一个。我觉得非常好吃。整体上价格的上涨还是挺明显的。这个月饼是越来越贵。,2020-09-05 16:45:04
韩***缺,美心凤梨酥月饼礼盒344g,,0,0,可以说是非常的好吃，口感很舒服很浓郁，奶黄流心真的是能流出来的感觉，吃起来和常规的月饼不同，口感更丰富，吃完齿颊留香，回味无穷！,2020-11-01 03:09:41
****5,美心精装八宝月饼675g,,0,0,一个优秀的网上购物平台，一个爱国的企业，一个非常爱欢迎的品牌，一个非常好吃的月饼，一个特别的日子，所以一定来支持。这次疫情无法亲自到香港，所以选择用京东物流港澳配送服务，用时五天，其中有周六日，所以这是非常好的服务。关于产品，美心是没二话的产品，非常棒，会一直支持的，加油,2020-09-25 10:08:17
****3,美心金装彩月月饼420g,,10,24,香港美心是一个爱国企业，无条件支持。月饼本身也非常好吃，吃了很多年了。吃的时候最好用烤箱稍微烤一下，把蛋黄的油烤出来，再加上莲蓉本身的香味放在一起，非常好吃。而且美心月饼的月饼盒也做得很漂亮，吃完可以用来放东西。,2020-09-02 23:17:12
****z,美心双黄白莲蓉月饼740g,,0,0,美心月饼香港三大品牌之一，连续11年被评为销售冠军，得到广大消费者认可与肯定。美心双黄白莲蓉月饼甜咸分明油而不腻，口感极好家人非常喜爱，相比之下虽然有一点小贵，但是物有所值。客服态度热情，服务贴心周到，京东快递迅速给力！,2020-09-23 21:14:41
M***蔓,美心金装彩月月饼420g,,0,2,香港美心月饼，老牌子，味道还不错，包装也很精美，铁皮盒子很经典，价格也不便宜，但是因为它是爱国企业，我也要支持它一下，外面假货太多，相信京东旗舰店一定是正品，买了两盒，送给亲戚。,2020-09-24 23:04:34
p***0,美心双黄白莲蓉月饼740g,,9,4,不愧是美心的月饼，确实很好吃！饼皮薄软！白莲蓉细密绵软，甜度适中，不会很腻，有淡淡的莲子的清香味！咸蛋黄起沙流油，咸香四溢，很好的中和了白莲蓉的绵腻！包装盒很精美漂亮，赠送的纸袋印刷质量很高，完全对得起美心的档次和价位！,2019-08-31 20:58:49
若***静,美心果仁五仁月饼740g,,0,0,中秋节买的月饼，非常不错，是正品，好吃，下次还会购买的。分量很足，包装精美，家里老人挺爱吃的，物流很快，预约时间准时送达，好评,2021-09-19 11:22:09
若***静,美心果仁五仁月饼740g,,0,0,月饼收到了，包装很好，没有破损，传统贴个包装，一盒四个，看着还不错，吃起来也挺好，价格略贵，物流挺快的，好评，两天就收到了,2021-09-19 11:19:37
****w,美心双黄白莲蓉月饼740g,,0,0,物流满分?，包装快递满分?，配送员态度满分?，购物让人开心，吃土使我快乐~?????????特别满意，好评必须好评很好看，制作工艺很精美，材质也很好！给个赞！尺寸刚刚好，质量也非常好，店家的包装太用心了，值得推荐！,2021-09-19 11:16:41
纠***g,美心低糖蛋黄白莲蓉月饼540g,,0,0,河马比这便宜100,2021-09-19 11:15:53
****a,美心精装八宝月饼675g,,1,0,简直就是垃圾，怎么送礼？？？？？,2021-09-19 11:07:58
u***q,美心金装彩月月饼420g,,0,0,味道可以,2021-09-19 11:02:54
直***j,美心双黄白莲蓉月饼740g,,0,0,送货快服务好，日期不新鲜，哎,2021-09-19 11:00:41
****u,美心精装八宝月饼675g,,0,0,无力吐槽，京东的美心月饼和商场里面的差远了，口味也差一些，服务也差 买了他就降价 还拒绝保价，我服了这样的商家，还不允许退货，真做的出来，好不容易退货，好几天都不退你钱，服务是全网第一差 没有之一。,2021-09-19 11:00:32
直***j,美心双黄白莲蓉月饼740g,,0,0,送货还是一如既往的快，就是日期不太好，20210723的，不支持备注发新日期，差评,2021-09-19 11:00:08
****1,美心精装八宝月饼675g,,0,0,本来挺满意的，可能是袋子要付钱吧.说一声也不是不能买。,2021-09-19 11:00:00
****i,美心金装彩月月饼420g,,0,0,口味很好啊！喜欢的月饼口味,2021-09-19 10:59:05
c***g,美心双黄白莲蓉月饼740g,,0,0,物流速度很快，一次较好的购物体验！,2021-09-19 10:54:14
小***e,美心精装八宝月饼675g,,0,0,质量超好，物流超快，服务超满意。,2021-09-19 10:53:38
C***C,美心金装彩月月饼420g,,0,0,味道还是一如既往的好，买给妈妈的，妈妈很喜欢,2021-09-19 10:51:50
****t,美心双黄白莲蓉月饼740g,,0,0,每年必买的月饼，从小吃到大，包装简易，但是很喜欢双黄莲蓉，至今也不吃其他口味的，今年早早就买好了，送货也很快，收到货品包装不错。,2021-09-19 10:51:06
葡***0,美心精装八宝月饼675g,,0,0,买来送人的，包装收到就是坏的...，直接塑料袋里什么填充都没有，套在月饼盒子外面，两个角都裂了,2021-09-19 10:45:28
W***温,美心金装彩月月饼420g,,0,0,发货特别特别快，长草这个牌子很久了。赶上京东9月9日，有活动超值。月饼味道很赞！包装也高大上，非常适合送亲朋。,2021-09-19 10:40:55
****P,美心双黄豆沙月饼740g,,0,0,非常好吃,2021-09-19 10:27:21
陈***姐,美心精装八宝月饼675g,,0,0,包装精美发货快，活动价格优惠,2021-09-19 10:22:42
****6,美心双黄白莲蓉月饼740g,,0,0,一直买这个牌很多年了，加油！！！,2021-09-19 10:22:12
拖***猪,美心精装八宝月饼675g,,3,2,月饼包装非常好，没有评论当中摔得那么糟糕。作为朋友圈中的网红月饼。除了极度的卖相诱人的卖相之外。味道也没得说。饼皮非常松软细腻。奶香浓郁。如果在微波炉加热之后。切开后流心直接流出来，看起来更诱人。不愧是月饼中的劳斯莱斯。吃完以后没有觉得像其他月饼一样油腻。美心月饼，无论是自己吃，还是买来送人都会显得特别高档。喜欢在京东购买商品，质量好，物流快。,2020-09-19 11:54:29
紫***下,美心精选口味限量版月饼730g,,1,3,美心月饼将中国传统节日的精髓和美食的极致做到了传承和完美融合！仿佛中秋节少了美心月饼就没有了灵魂。之所以深受大家喜爱，源于它精美绝伦的包装，入口难以忘怀的口味。这款月饼买了好几次了，精选蛋黄豆沙，双黄白莲蓉等6种经典口味，可以满足全家人的喜好。口感超级棒，遇到促销价格很美丽，一年一期的中秋节，有美心相伴，甜甜美美！,2020-11-25 11:33:53
d***n,美心传统七星伴明月月饼1350g,,0,0,中国香港 美心（Meixin）传统七星伴明月 港式月饼礼盒 1350g，这款月饼礼盒很大气，品质很不错，自己品尝或送礼都合适。,2020-09-22 09:49:12
s***e,美心双黄莲蓉月饼740g,,0,0,"1.正宗广式月饼。甜而不腻。味道非常好。莲容细腻，口感很棒。一股自然饼香。蛋黄也不腥。
2.独立包装，一盒4个。一个人吃一个会很撑，还是2人分一个好。",2021-09-12 23:57:59
画***儿,美心果仁五仁月饼740g,,0,1,香港美心月饼，今年买了好几盒，味道一如既往的好，价格小贵吧，一盒四块三百多，用料很足，家里有老人孩子都很爱吃，有买了几个送亲戚，很好的。包装很简单，一个铁骑盒子四块月饼，盒子还能装点东西，送货速度非常快，质量很好，一年吃一次挺满意,2020-10-06 19:25:48
南***侠,美心双黄白莲蓉月饼740g,,1,0,美心月饼可以用四个字形容：货真价实，手提袋、盒子、包装，都很普通，没有显示出一点的高档，但，美心一眼就能看出大气，再就是真真实实的月饼，让人完全能感觉出质朴和实在，完全没有浮夸、没有那种靠着包装来吸引，而是靠着一如既往的实实在在的月饼。选月饼，认美心！,2020-09-30 21:00:05
青***润,美心低糖蛋黄月饼540g,,0,2,香港美心的月饼，据说是香港最好的月饼，没有之一的，所以这次给公司弟兄们买的月饼直接就买了香港美心的月饼，每人一盒，买的也比较多，而且买了几个种类，我自己家里的就给我母亲买了一批糖的，其他的弟兄根据各自的不同，然后买了不同的美心月饼，包装精美，而且很漂亮，吃起来口感也非常好,2019-08-29 19:15:34
程***2,美心陈皮豆沙月饼420g,,0,2,小朋友喜欢吃豆沙口味的，昨天晚上购买的，今天上午就收到了。刚刚拆开试一试，越吃越好吃，这个豆沙口味跟蛋黄月饼比起来，各有特色，口味都超赞，坐着看电视把一盒月饼吃光了。,2020-09-14 20:01:50
s***e,美心双黄白莲蓉月饼740g,,2,3,美心月饼应该是小伙伴们都有所耳闻的了，除了极度诱人的卖相之外，味道也没得说。饼皮非常松软细腻，内馅儿是浓滑奶黄夹着甘沙咸蛋黄，软软糯糯，甜而不腻，直接流入口中。特别正宗的老香港的传统制作工艺制作，是那种会给你留下记忆的好吃。无论是送人还是自己吃都是首选。（店家很贴心的有准备包装袋送礼包装无压力）,2020-09-14 19:53:57
0***y,美心精选口味限量版730g,,0,2,中秋月饼礼盒送礼佳品！,2015-10-01 06:35:04
z***8,美心双黄豆沙月饼740g,,0,1,美心品牌，已经是由小朋友吃到现在了，無論蛋卷，西饼，月饼，都是最好的，一如既往的品质好，味道好，口感一流，美心月饼就更加不用说了，皮够薄，莲蓉，蛋黄都是十分香，十分滑，绝对是最好吃的月饼，在京东店买一定不担心物流的损坏，绝对值得信任和支持的美心京东店！,2020-11-12 18:48:03
